dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.2|{s4} se to ode mě dozví. Tvou podporu jistě ocení.
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.2|Mou podporu má {s4}
dlga_lord_internal_politics_pretalk:lord_internal_politics_cur_stance_plyr_response|Aha, to je zajímavé.
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_request_support|Mohu tě přesvědčit, abys namísto toho {podporoval/podporovala} mne?
dlga_lord_internal_politics_cur_stance_plyr_response:lord_pretalk|No, prozatím bylo politiky dost.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk|Překvapilo mě, že mi {s11} {s10} přináší dary. Přestože je mi velice {reg?drahá:drahý}, nemohu bohužel zapomenout na naše rozpory.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.1|Je mi líto, ale my a {s4} spolu máme už tak dosti napjaté vztahy. Nehodlám ještě přilévat oleje do ohně.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.2|Myslím, že nyní vlastníš tolik lén, kolik ti za tvé zásluhy právem náleží.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.3|Myslím, že se budeš muset ještě zlepšit, než budeš moci zastávat toto místo.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.4|Hmm, když vezmu v potaz naše vzájemné vztahy, žádáš po mně příliš mnoho. 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.5|S potěšením tě podpořím.
dlga_lord_recruit_1_relation:lord_pretalk|Hovory o politice už mě trochu unavují. Odložme to na později.
dlga_lord_recruit_1_relation:lord_pretalk.1|{s12}
dlga_lord_recruit_1_relation:lord_recruit_pretender|Neseš povstaleckou zástavu, která nese jméno {s16}. Ty {reg3?ji:ho} zastupuješ?
dlga_lord_recruit_pretender:lord_recruit_3_dilemma_1|Ano
dlga_lord_recruit_pretender:lord_recruit_1_relation|Ne, o to nejde. Chci si pohovořit o něčem jiném.
dlga_lord_recruit_1_relation:lord_pretalk.2|{s12}
dlga_lord_recruit_1_relation:lord_recruit_2|{s12}
dlga_lord_recruit_2:lord_recruit_2_philosophy|Co si obecně myslíš o králích, knížatech a politice?
dlga_lord_recruit_2:lord_spouse_leave_faction|Domnívám se, muži, že by sis měl rozmyslet, zda svou věrnost věnovat někomu jako {s11}.
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2|{s9} mi byl vždycky dobrým pánem, ale vyslyším tě. Co bychom podle tebe měli udělat?
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.1|Nevidím žádný konkrétní důvod, proč bychom měli opouštět někoho, jako je {s9}, ale budu se řídit tvou radou. Co bychom podle tebe měli udělat?
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.2|Máš pravdu, {s9} jako vládce nestojí za nic. Co bychom podle tebe měli udělat?
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_husband_king|Myslím, že králem bys měl být ty, můj muži!
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_proclaim_queen|Jsem právoplatnou královnou Calradie.
dlga_lord_spouse_leave_faction_2:lord_pretalk|Zapomeň na to.
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk|Jednou snad, má paní - než se ale prohlásím králem, myslím, že by bylo lepší, kdyby jeden z nás hájil pevnost. Než vše uvedeme ve známost, může nám sloužit jako dvůr.
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk|Přestože tvé nároky nijak nezpochybňuji, má paní, bylo by podle mě lepší, kdyby jeden z nás hájil pevnost. Než vše uvedeme ve známost, může nám sloužit jako dvůr.
dlga_lord_spouse_leave_faction_proclaim_queen:lord_spouse_leave_faction_proclaim_queen_confirm|{s11}
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk.1|{s11}
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:close_window|Jsem připravena, muži. Vzhůru za hledáním trůnu!
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:lord_pretalk|Ještě asi nejsem připravena.
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk.1|Možná, ale k prosazení takového nároku budu potřebovat tvou plnou podporu. Než budeme pokračovat, musíme vyřešit rebelii, za kterou stojí {s4}.
dlga_lord_spouse_leave_faction_husband_king:lord_spouse_leave_faction_husband_king_2|Nároky na trůn si dělá většina velkých rodin v této zemi. Když vezmeme v potaz nedávné problémy s následnictvím, měl bych být stejně právoplatným králem jako {s4}. 
dlga_lord_spouse_leave_faction_husband_king_2:lord_spouse_leave_faction_husband_king_3|Až budu králem, vyslechnu tvůj názor ohledně jmenování ministrů, řízení diplomacie a dalších podobných záležitostí.
dlga_lord_spouse_leave_faction_husband_king_3:close_window|Výborně, můj pane. Tak vzhůru na cestu - ať vzneseme své požadavky!
dlga_lord_spouse_leave_faction_husband_king_3:lord_pretalk|Myslím, že bychom s tím měli ještě počkat.
dlga_lord_recruit_2_philosophy:lord_recruit_2|{s43} Chceš si promluvit ještě o něčem jiném?
dlga_lord_recruit_2:lord_recruit_2_discontent|Jak na tebe působí {s15}?
dlga_lord_recruit_2:lord_recruit_3_a|Pamatuješ na naši dřívější rozmluvu?
dlga_lord_recruit_2:lord_recruit_quarrel_describe|Prý jste se ty a {s16} dostali do sporu
dlga_lord_recruit_quarrel_describe:lord_recruit_2|To není žádné tajemství. {s14}
dlga_lord_recruit_2:lord_pretalk|Ale nic.
dlga_lord_recruit_2_discontent:lord_recruit_2_discontent_b|{s12}
dlga_lord_recruit_2_discontent:lord_recruit_hesitant|{s12}
dlga_lord_recruit_2_discontent_b:lord_recruit_3|Občas mě znepokojuje, v jakém stavu se nachází naše říše.
dlga_lord_recruit_hesitant:lord_recruit_hesitant_persuade|Necháš se přemluvit a prozradíš mi něco více?
dlga_lord_recruit_hesitant:lord_pretalk|No tak dobře.
dlga_lord_recruit_hesitant_persuade:lord_recruit_3|Když to podáváš takhle, přiznávám, že mě stav říše také občas znepokojuje.
dlga_lord_recruit_hesitant_persuade:lord_pretalk|Jen pokoušíš mou trpělivost. Prohlásil jsem přece, že k tomu nemám co říct.
dlga_lord_recruit_3:lord_recruit_3_a|Musím ti něco sdělit.
dlga_lord_recruit_3:lord_pretalk|To je dobré vědět, ale hovorů o politice už bylo dost.
dlga_lord_recruit_3_a:lord_recruit_3_reset_claim|{s12}
dlga_lord_recruit_3_reset_claim:lord_recruit_3_claim|Ano, přesně tak.
dlga_lord_recruit_3_reset_claim:lord_recruit_3_a_reset|Dovol tedy, abych ti to podal trochu jinak.
dlga_lord_recruit_3_a:lord_recruit_3_b|Ano?
dlga_lord_recruit_3_a_reset:lord_recruit_3_b|Ano?
dlga_lord_recruit_3_b:lord_recruit_3_why|Chci, abys podpořil mé nároky na calradijský trůn
dlga_lord_recruit_3_b:lord_recruit_3_why.1|Žádám, abys přísahal věrnost mému pánovi, kterým je {s45}, vládce celé Calradie
dlga_lord_recruit_3_b:lord_pretalk|Vlastně nic.
dlga_lord_recruit_3_dilemma_1:lord_recruit_3_dilemma_2|{s43}
dlga_lord_recruit_3_dilemma_2:lord_recruit_3_why|{s43}
dlga_lord_recruit_3_why:lord_pretalk|Ani jeden z nás nedisponuje žádnou pevností. Či snad chceš vládnout své říši z doupěte lesních banditů?
dlga_lord_recruit_3_why:lord_recruit_3_d|Proč bych měl podporovat někoho, jako je {s44}?
dlga_lord_recruit_3_d:lord_recruit_3_claim|{s43}
dlga_lord_recruit_3_d:lord_recruit_3_claim.1|Pokud by byl {s45} jako {s47}, {s45} by se se všemi spravedlivě vypořádal a zachoval práva prostého lidu.
dlga_lord_recruit_3_d:lord_recruit_3_claim.2|Pokud by byl {s45} jako {s47}, {s45} by se postaral, aby tvá prastará šlechtická práva zůstala zachována.
dlga_lord_recruit_3_d:lord_recruit_3_claim.3|Protože až tyto sváry skončí, může {s45} sjednotit Calradii.
dlga_lord_recruit_3_d:lord_recruit_3_claim.4|Protože {s45} ti za odměnu věnuje kus země.
dlga_lord_recruit_3_d:lord_pretalk|Ale nic.
dlga_lord_recruit_3_claim:lord_recruit_3_claim|Ty snad každému říkáš, co chce slyšet? {s12}
dlga_lord_recruit_3_claim:lord_recruit_4|{s12}
dlga_lord_recruit_3_claim:lord_pretalk|{s12}
dlga_lord_recruit_4:lord_recruit_4_objective_conditions|Prosím tě o slib věrnosti a prohlášení, že tvým pánem je {s16}.
dlga_lord_recruit_4:lord_pretalk|Ale nic.
dlga_lord_recruit_4_objective_conditions:lord_recruit_5_security|Ještě si to promyslím.
dlga_lord_recruit_5_security:lord_recruit_5_political|{s32}
dlga_lord_recruit_5_political:lord_recruit_5_ideological|{s31}
dlga_lord_recruit_5_ideological:lord_recruit_5_change_sides|{s33}
dlga_lord_recruit_5_change_sides:lord_recruit_6|{s34}
dlga_lord_recruit_6:lord_recruit_6_reaction|Nastal čas - musíš se rozhodnout.
dlga_lord_recruit_6:lord_pretalk|Není třeba o ničem rozhodovat - můžeme si o tom promluvit později.
dlga_lord_recruit_6_reaction:lord_recruit_7_decision|Výborně.
dlga_lord_recruit_7_decision:lord_pretalk|{s12}
dlga_lord_recruit_7_decision:lord_recruit_pledge|Výborně - jsem připraven prohlásit, že jsem {s4} a mým vládcem je {reg4?královna:král}.
dlga_lord_recruit_pledge:lord_recruit_pledge|Nezapomeň, že jsi mi přislíbil léno. Měl bys tedy dostát svému slibu.
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude|Tak budiž - přísahám ti věrnost jako tvůj věrný vazal. Budu stát po tvém boku, v případě potřeby bojovat s nepřáteli a brát se za práva tvá i tvých právoplatných dědiců. Na oplátku očekávám, že mě budeš chránit a uznávat má vazalská práva.
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude.1|Tak budiž - ať mne {s4} od nynějška považuje za svého věrného vazala. Vyřiď {reg4?jí:mu}, že {reg4?ji:ho} budu až do smrti následovat, stát po {reg4?jejím:jeho} boku, v případě potřeby bojovat s nepřáteli a brát se i za práva všech právoplatných dědiců. Na oplátku očekávám, že mě bude chránit a uznávat má vazalská práva.
dlga_lord_recruit_pledge_conclude:close_window|Toto byl historický krok. Nyní se vzdálím, neboť se budu muset trochu připravit na to, co přijde dál.
dlga_lord_start:close_window.3|Překvapilo mě, když jsem spatřil, jak mi {s11} {s10} přináší dary. Bylo to ušlechtilé gesto, {pane/má paní}, a velmi lituji, že jsem se s tebou kdy přel.
dlga_lord_start:close_window.4|Obdržel jsem dar, který mi přinesl můj {s11} {s10}. Pro {reg4?její:jeho} dobro jsem ochoten nechat minulost minulostí.
dlga_lord_start:close_window.5|Překvapilo mě, že mi {s11} {s10} přináší dary. Pche! To si vážně myslíš, že si mé přátelství koupíš?
dlga_lord_start:close_window.6|Překvapilo mě, že mi {s11} {s10} přináší dary. Přestože je mi velice {reg?drahá:drahý}, nemohu bohužel zapomenout na naše rozpory.
dlga_lord_talk:denounce_lord_results|Zachoval jsem se dle tvé rady a postaral se, aby byl {s4} obviněn.
dlga_denounce_lord_results:lord_pretalk|Ano, a doufejme, že {s4} si příště rozmyslí, zda mu má svěřit nějaká další léna, pocty nebo funkce. Jsme ti velice vděční.
dlga_denounce_lord_results:close_window|Ano, ale slyšeli jsme, že tě donutil vzít svá slova zpět a z celé záležitosti tak vyklouzl mnohem silnější než dřív. Odpusť, {můj pane/má paní}, ale při nejlepší vůli ti za to nemohu příliš poděkovat.
dlga_lord_talk:lord_quest_intrigue_result|Učinil jsem dle tvého nařízení a já a {s5} jsme si promluvili o nebezpečí, které představuje {s4}.
dlga_lord_quest_intrigue_result:lord_pretalk|Tak jsme to slyšeli. Doufejme, že {s5} si příště rozmyslí, zda mu má svěřit nějaká další léna, pocty nebo funkce. Jsme ti velice vděční.
dlga_lord_quest_intrigue_result:close_window|Ano, ale {s5} bohužel vůbec neposlouchá. Přesto jsme ti vděčni za tvou snahu.
dlga_lord_talk:lord_lend_companion_end|Potěšilo by mě, kdyby se {s14} {reg3?vrátil:vrátila}, {s65}, pokud již nepotřebuješ {reg3?její:jeho} služby.
dlga_lord_lend_companion_end:lord_pretalk|Ve tvé družině je již příliš mnoho mužů, {playername}. V tuto chvíli jich víc vést nemůžeš.
dlga_lord_lend_companion_end:lord_pretalk.1|Ale jistě, {playername}. {reg3?Ta:Ten} {reg3?dívka:chlapík} má za ušima. Jsi {šťastný muž/šťastná žena}, že máš tak skvělé společníky.
dlga_lord_talk:lord_ask_to_collect_debt|Jdu vybrat peníze, jejichž právoplatným majitelem je {s1}.
dlga_lord_ask_to_collect_debt:lord_ask_to_collect_debt_2|Ach. No, {s1} mi kdysi vskutku půjčil trochu stříbra, ale on mi na druhou stranu dluží za tolik laskavostí, že jsme si vlastně vyrovnáni.
dlga_lord_ask_to_collect_debt_2:convince_begin|{s1} to považuje za dluh. Mám si o tom s tebou promluvit.
dlga_lord_ask_to_collect_debt_2:lord_pretalk|V tom případě se už v této věci nebudu dále snažit.
dlga_convince_accept:close_window|Můj dluh vůči {s8} už byl dávno po splatnosti a způsobil mi mnohé problémy. Díky, že mu ty peníze doneseš. Dej mu, prosím, těchto {reg10} denárů a poděkuj mu za mne.
dlga_lord_talk:lord_ask_to_make_peace|Prosím, {s64}, už je čas skončit válku mezi {s12} a {s13}.
dlga_lord_ask_to_make_peace:lord_ask_to_make_peace_2|Eh? Nejsem si jistý, že jsem dobře slyšel, {playername}. Na válku ani jedna strana snadno nezapomíná, a já mám velmi dlouhou paměť. Proč bych se měl snažit s těmi psy uzavírat mír?
dlga_lord_ask_to_make_peace_2:convince_begin|Třeba se mi podaří tě přemluvit...
dlga_lord_ask_to_make_peace_2:lord_pretalk|Tak nic, mír může chvíli počkat.
dlga_convince_accept:close_window.1|Asi máš pravdu, {playername}. Dobře tedy, máš mé svolení doručit {s14} nabídku míru. Nemohu zaručit, že ji přijme, ale pokud ano, dostojím svému slovu.
dlga_lord_talk:lord_challenge_duel_for_lady|Odvolej svá obvinění vůči {s1}.
dlga_lord_challenge_duel_for_lady:lord_challenge_duel_for_lady_2|Jaká obvinění? Každý ví, že když je její manžel pryč, souloží se svými podkoními a s každým, kdo se namane. Já jen opakuji slova mnohých lidí.
dlga_lord_challenge_duel_for_lady_2:lord_challenge_duel|Ty lži buď okamžitě odvoláš, nebo se s nimi postavíš mému meči!
dlga_lord_challenge_duel_for_lady_2:lord_pretalk|Když to říkáš...
dlga_lord_challenge_duel:close_window|{s15}
dlga_lord_talk:lord_challenge_courtship_rival|Vzdej se svých nároků na {s5}!
dlga_lord_challenge_courtship_rival:lord_challenge_courtship_rival_2|Nebo co? Chceš se snad bít s dámou? Něco ti povím - náš pán nemá takové zbrklé souboje rád, zvláště v době, kdy bychom měli všichni svorně čelit cizáckému nepříteli.
dlga_lord_challenge_courtship_rival_2:lord_challenge_duel|Bojíš se snad se mnou bojovat?
dlga_lord_challenge_courtship_rival_2:lord_pretalk|Odpusť mi má neuvážená slova.
dlga_lord_talk:lord_message_delivered|{s9} ti mým prostřednictvím posílá zprávu.
dlga_lord_message_delivered:lord_pretalk|Ano? Tak ukaž... Ale, ale, ale! Děkuji ti za doručení. Vím, že kdo se honosí jménem {playername}, je vždy laskavý. Tady je má pečeť na důkaz, že jsem dopis skutečně obdržel, a až se ty a {s9} opět uvidíte, pozdravuj ho ode mě.
dlga_lord_talk:lord_message_delivered_enemy|{s9} ti posílá vzkaz.
dlga_lord_message_delivered_enemy:close_window|Ano? Podívám se... Hmmm! Je dobře, že mi jej neseš, {playername}, děkuji ti. Vezmi si mou pečeť na důkaz, že jsem vzkaz obdržel. 
dlga_lord_talk:lord_deliver_message_prisoner|Přináším vzkaz od {s11}.
dlga_lord_deliver_message_prisoner:lord_deliver_message_prisoner_2|Může to být pravda? Ach, mockrát ti děkuji, {playername}! Vnášíš do těchto mdlých zdí naději a paprsek světla. Snad ti to jednoho dne budu moci oplatit.
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2a|Byla to pro mě maličkost, {s65}.
dlga_lord_deliver_message_prisoner_2a:close_window|Nemáš ani ponětí, jak jsem ti vděčný, {playername}. Tisíceré díky!
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2b|Neměj obavy, {s65}. Až budeš zase volný, budeš mít mnoho příležitostí.
dlga_lord_deliver_message_prisoner_2b:close_window|Hah, samozřejmě, {playername}. Přijmi mé tisíceré díky.
dlga_lord_talk:lord_rescue_by_replace_offer|Neboj se, chci tě zachránit.
dlga_lord_rescue_by_replace_offer:lord_rescue_by_replace_offer_2|Bože můj, myslíš to vážně? Co máš v plánu?
dlga_lord_rescue_by_replace_offer_2:lord_rescue_by_replace_offer_3|Jednoduchou lest, {s65}. Když si vyměníme oblečení, zaujmu tvé místo ve vězení a ty mezitím uprchneš přestrojen za mě. Strážní dostali naditý měšec a vsadím se, že už jeho obsah vyměnili za pěkných pár lahví vína z nejbližšího hostince. S trochou štěstí se zanedlouho opijí tak, že nepoznají ani svou vlastní matku, natož aby byli schopni rozeznat od sebe nás dva. Alespoň ne do chvíle, než budeš daleko odsud v bezpečí.
dlga_lord_rescue_by_replace_offer_3:lord_rescue_by_replace_offer_4|Hmm, to by mohlo vyjít... ale co bude s tebou, {příteli/dámo}? Stráže takový podvod určitě rozzlobí. Co když se stane, že v téhle cele budeš muset pobývat místo mě?
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5a|Neměj obavy, {s65}. Tohle místo už mi stačilo přirůst k srdci.
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5b|Pokud na mě bude čekat slušná odměna, nevadí mi to.
dlga_lord_rescue_by_replace_offer_5a:lord_rescue_by_replace_offer_6|Jsi vskutku statečná duše. Nezapomenu na to.
dlga_lord_rescue_by_replace_offer_5b:lord_rescue_by_replace_offer_6|Samozřejmě, {příteli/má paní}, samozřejmě! Až znovu nabydeš svobodu, přijď za mnou a snad ti budu moci splatit dluh, kterým jsem ti zavázán.
dlga_lord_rescue_by_replace_offer_6:close_window|Rychle, {s65}, pojďme si vyměnit oblečení. Už jsi měl být odsud dávno pryč.
dlga_lord_talk:lord_ask_pardon_after_oath_renounced|{s66}, chci obnovit svou starou přísahu k {s4}.
dlga_lord_ask_pardon_after_oath_renounced:lord_pretalk|Je to příliš vážná záležitost. Nemohu o ní rozhodnout, {playername}. Vyhledej {s4}. Jedině on může schválit nebo odmítnout takovou shovívavost.
dlga_lord_ask_pardon_after_oath_renounced:lord_ask_pardon_terms|{s11}.
dlga_lord_ask_pardon_terms:lord_pretalk|Jak chceš, {s65}. Přijmu tvé rozhodnutí.
dlga_lord_ask_pardon_terms:lord_pretalk.1|Hanba, {s65}. Vskutku hanba.
dlga_lord_ask_pardon_terms:lord_pretalk.2|Tak jdi. Jdi a umři beze mne.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace|Ano, své rozhodnutí nezměním.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected|Když o tom tak přemýšlím, tak ne. Nechci znova vstoupit do tvých služeb.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace.1|Ano, souhlasím s těmi podmínkami.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected.1|Ta cena je příliš vysoká, {s65}. Musím odmítnout.
dlga_lord_ask_pardon_after_renounce_peace:lord_pretalk|Skvěle. Tvůj odchod od nás mě zarmoutil, {playername}, a stejně tak moje srdce těší tvůj návrat. Tímto obnovuji tvou přísahu vůči mně. Povstaň a budiž ctěn jako {muž/válečník} v mých službách.
dlga_lord_ask_pardon_terms_rejected:close_window|Tak se mi kliď z očí, zrádče! Už ať jsi pryč a nevracej se!
dlga_lord_talk:lord_ask_pardon|Přeji si, abychom my a {s4} uzavřeli mír.
dlga_lord_ask_pardon:lord_pretalk|Opravdu, {playername}? Tak jdi a zakopni o svůj meč. Tak budeme mít mír.
dlga_lord_ask_pardon:lord_pretalk.1|Jsi {playername}, {svobodný pán/svobodná paní}. Žádný panovník nad tebou nedrží ochrannou ruku a tvá pověst je proto dosti pochybná. Za takové situace s tebou žádný calradijský král neuzavře trvalý mír.
dlga_lord_ask_pardon:lord_pretalk.2|To s tebou mám uzavřít mír, zrovna když mám nad tebou převahu? Ani nápad.
dlga_lord_ask_pardon:lord_pretalk.3|Obávám se, že uzavření míru není za současné situace v mém zájmu.
dlga_lord_ask_pardon:lord_truce_offer|Ano, ty boje už mě začínají unavovat. Mohu ti proto nabídnout příměří na dobu čtyřiceti dnů. Pokud dodržíš slovo a dáš pokoj mým zemím i mým poddaným, možná si na toto téma znovu promluvíme.
dlga_lord_truce_offer:close_window|Přijímám. Přestaňme spolu válčit, alespoň prozatím.
dlga_lord_truce_offer:lord_pretalk|Po zralé úvaze docházím k závěru, že taková smlouva není v mém zájmu.
dlga_lord_ask_pardon:lord_ask_pardon_2|Hmm. Mohl bych použít svůj značný vliv a zajistit pro tebe milost, {playername}, ale existují lidé, kteří tě vnímají jako svého nepřítele, a ti nebudou spokojeni, dokud jim nesložíš dar. Chceš-li navázat přátelské vztahy s říší {s4}, musíš dohromady přinést ne méně než {reg16} denárů.
dlga_lord_ask_pardon:lord_pretalk.4|Nejsem v postavení, kdy bych ti mohl něco nabídnout. Zodpovědnou osobou je zde {s7}.
dlga_lord_ask_pardon:lord_ask_pardon_2.1|Ano, mám teď větší starosti, než jsi ty nebo tví následovníci. Avšak {způsobil/způsobila} jsi mým poddaným příkoří a to si žádá odčinění. Za sumu {reg16} denárů bych ti mohl zaručit milost. Co na to říkáš?
dlga_lord_ask_pardon:lord_pretalk.5|Je mi líto, ale nemám takové postavení, abych ti mohl nabídnout milost.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_accept|Mám tady ty peníze. {reg16} denárů.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_deny|Obávám se, že tolik zaplatit nemohu.
dlga_lord_ask_pardon_tribue_accept:close_window|Výborně, {playername}. Použiji tyto peníze, abych pomohl těm, kterým jsi {ublížil/ublížila}, a všude vyhlásím, že již nejsi nepřítelem říše {s4}.
dlga_lord_ask_pardon_tribue_accept:close_window.1|Výborně, {playername}. Použiji ty peníze k umlčení těch, kteří by mohli proti tvé milosti cokoliv namítat. Jsem si jistý, že se brzy rozšíří zpráva, že už nejsi nepřítelem {s4}.
dlga_lord_ask_pardon_tribue_deny:lord_pretalk|V tom případě pro tebe nemohu nic udělat, {playername}. Žádné stříbro, žádná milost.
dlga_lord_talk:lord_active_mission_1|Co se týče úkolu, který jsi mi dal...
dlga_lord_talk:lord_switch_to_spouse|Popovídejme si o záležitostech naší domácnosti.
dlga_lord_switch_to_spouse:lord_pretalk|Počkejme s tím, až budeme v sále má drahá. Není jednoduché se bavit o záležitostech domácnosti zrovna tady.
dlga_lord_switch_to_spouse:spouse_talk|Jistě, má drahá ženo.
dlga_lord_talk:lord_request_mission_ask|Máš pro mě nějaké úkoly?
dlga_lord_talk:combined_political_quests|Myslíš, že bychom mohli spojit své síly a posílit své postavení v této říši?
dlga_combined_political_quests:lord_pretalk|Nedokážu si představit, že bychom my dva mohli mít nějaké společné zájmy.
dlga_combined_political_quests:lord_pretalk.1|Hmm, snad bychom si na toto téma měli promluvit až později a někde v soukromí.
dlga_combined_political_quests:lord_pretalk.2|Inu... Mám takový nápad, ale to by chtělo, abys {měl/měla} dobrou pověst bez poskvrny. Pokud by se ti podařilo nevyvolat po nějaký čas žádné spory s ostatními lordy naší říše, mohli bychom si o tom dále promluvit.
dlga_lord_talk:lord_ask_resign_marshalship|Chci se vzdát funkce maršála
dlga_lord_ask_resign_marshalship:lord_pretalk|Budiž. Najdu si tedy někoho jiného.
dlga_lord_talk:lord_ask_enter_service|{s66}, chci ti nabídnout svůj meč a služby!
dlga_lord_talk:lord_ask_enter_service.1|{s66}, chci se stát {mužem/ženou}, co bude bojovat za tvou čest.
dlga_lord_talk:lord_ask_leave_service|{s66}, přeji si vyvázat se ze své přísahy.
dlga_lord_talk:lord_talk_preoffer|Mám pro tebe nabídku.
dlga_lord_talk:lord_give_troops|Chci ti dát nějaké vojáky.
dlga_lord_give_troops:lord_pretalk|No, pár dobrých vojáků by se mi hodilo. Díky.
dlga_lord_talk:lord_give_order_ask|Mám pro tebe nový úkol.
dlga_lord_talk:lord_give_suggestion_ask|Mohu ti navrhnout, jak postupovat?
dlga_lord_give_order_ask:lord_give_order|Ano? 
dlga_lord_give_suggestion_ask:lord_give_order|Rád se k tobě připojím, {pane/vzácná paní}. Ale pokud máš v plánu rozjet velkou kampaň, {měl/měla} by ses prohlásit maršálem, aby nemohlo dojít k nedorozumění. 
dlga_lord_give_suggestion_ask:lord_pretalk|Odpusť, ale neznám tě tak dobře, abych mohl poslouchat tvé rady
dlga_lord_give_suggestion_ask:lord_give_order.1|O co jde?
dlga_lord_give_order:lord_give_order_answer|Pojď za mnou.
dlga_lord_give_order:lord_give_order_answer.1|Budeš mě následovat? Mám plán...
dlga_lord_give_order:lord_give_order_details_ask|Jdi do...
dlga_lord_give_order:lord_give_order_details_ask.1|Přepadni vesnici... 
dlga_lord_give_order:lord_give_order_details_ask.2|Hlídkuj kolem...
dlga_lord_give_order:lord_give_order_assault|Když spojíme své síly, může být {s11} brzy náš. Jen musíš rychle zaútočit.
dlga_lord_give_order:lord_give_order_details_ask.3|Nepřátelé na nás sice útočí, ale můžeme je odrazit. Jen musíš vyjet proti nim.
dlga_lord_give_order:lord_give_order_details_ask.4|Nepřátelé na nás sice útočí, ale můžeme je odrazit. Stačí sebrat vojsko a vydat se na pochod.
dlga_lord_give_order_assault:lord_pretalk|Toto obléhání řídí {s4}. Proto bude nejlepší, když si s {reg4?ní:ním} promluvíš
dlga_lord_give_order_assault:lord_pretalk.1|Ještě nejsme zcela připraveni. Chybí nám ještě {s11}
dlga_lord_give_order_assault:close_window|Výborně - vzhůru ke hradbám!
dlga_lord_give_order:lord_give_order_details_ask.5|Jednu zdejší pevnost lze snadno dobýt. Je to
dlga_lord_give_order:lord_give_order_details_ask.6|Blíží se nepřátelé i se svými vojsky. Rychle se vydej směrem, kde leží...
dlga_lord_give_order:lord_give_order_stop|Nějaký čas tě teď nebudu potřebovat. Můžeš dělat co se ti zlíbí.
dlga_lord_give_order:lord_give_order_stop.1|Už tvůj doprovod nepotřebuji.
dlga_lord_give_order:lord_pretalk|No nic.
dlga_lord_give_order_details_ask:lord_pretalk|Nemám ve zvyku se hned obrátit na útěk a ani nezahlédnout nepřátele.
dlga_lord_give_order_details_ask:lord_pretalk.1|To mám vylézt před pevnost a cedit krev, zatímco ostatní budou nečinně přihlížet. Tak to tedy ne.
dlga_lord_give_order_details_ask:lord_give_order_details|Kam?
dlga_lord_give_order_details:lord_give_order_answer|{s1}
dlga_lord_give_order_details:lord_pretalk|No nic.
dlga_lord_give_order_stop:lord_pretalk|Dobře. Stavím se tu.
dlga_lord_give_order_answer:lord_give_order|To by se přeci nehodilo. Patřilo by se, kdybys ty {následoval/následovala} mě. Máš snad nějaké další nápady?
dlga_lord_give_order_answer:lord_pretalk|Dobře. Udělám to.{s12}
dlga_lord_give_order_answer:lord_pretalk.1|Je mi líto, ale zrovna teď si musím vyřídit nějaké vlastní záležitosti.
dlga_lord_start:lord_talk.5|Tak povídej.
dlga_lord_talk:lord_give_order_call_to_arms_verify|Chci zahájit nové tažení. Pojďme tady shromáždit armádu.
dlga_lord_give_order_call_to_arms_verify:lord_give_order_call_to_arms_verify_2|Přeješ si svolat všechny pány na nové tažení?
dlga_lord_give_order_call_to_arms_verify_2:lord_give_order_call_to_arms|Ano. Musíme se seskupit. Až pak se můžeme vypravit na nepřítele.
dlga_lord_give_order_call_to_arms_verify_2:lord_pretalk|Když o tom tak přemýšlím, nebude nutné nikoho svolávat.
