dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|Hagyjuk.
dlga_minister_indict_confirm:minister_indict_confirm_answer|Alaposan fontold meg ezt, {uram/úrnőm}. Ha igaztalanul vádolod meg árulással {s4} személyét, más szolgálatodban állók is aggódni kezdhetnek. Másfelől, ha valóban úgy hiszed, {reg4?ő:ő} az, ki elárulásodra készült, talán jobb, ha mielőbb cselekszel, hogy erődjeit biztos kezekben tudhasd.
dlga_minister_indict_confirm_answer:minister_indict_conclude|Eleget gondolkodtam. Emeljünk vádat!
dlga_minister_indict_confirm_answer:minister_pretalk|Talán még várnom kellene egy kicsit
dlga_minister_indict_conclude:minister_pretalk|Elküldtük, {uram/úrnőm}.
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|{s12}Magamnak akarom {s1} birtokát. (Hűbérbirtokok: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}, {s1} legyen a tiéd! (Hűbérbirtokok: {s0})
dlga_center_captured_lord_advice_2:minister_issues|Ahogy óhajtod, {uram/úrnőm}. {reg6?Engem:{reg7?Téged:{s11}}} tisztelhetünk {s1} új {reg3?úrnőjeként:uraként}.
dlga_center_captured_lord_advice_2:close_window|Hm. Rendben, {playername}. Nagyra értékelem tanácsod. {reg6?Én leszek:{reg7?Te leszel:{s11}}} {s1} új {reg3?úrnője:ura}.
dlga_event_triggered:companion_quitting|Bocsáss meg, {s5}, de valamit mondanom kell neked.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|Az igazat megvallva, {s21}
dlga_companion_quitting_response:companion_quitting_yes|Rendben. Akkor hát elválunk.
dlga_companion_quitting_response:companion_quitting_persuasion|Talán rá tudlak venni arra, hogy meggondold magad.
dlga_companion_quitting_persuasion:close_window|Hm. Nos, ha így lesz, akkor maradhatok még, hogy lássam a dolgok jobbra fordulását..
dlga_companion_quitting_persuasion:companion_quitting_response|Sajnálom, de érveid nem győznek meg. Elmegyek, akár tetszik, akár nem.
dlga_companion_quitting_response:companion_quitting_no|A dezertőröket ebben a seregben felakasztjuk!
dlga_companion_quitting_no:companion_quitting_no_confirm|Ó... Rendben... Ezt komolyan mondod?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Véresen komolyan. Két módon hagyhatod el ezt a sereget: a parancsomra, vagy pajzsodra terítve.
dlga_companion_quitting_no_confirm:companion_quitting_yes|Nem, persze hogy nem. Szabadon távozhatsz.
dlga_companion_quitting_yes:close_window|Akkor hát búcsúzom. Talán még találkozunk, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Hm. Akkor azt hiszem, maradok.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Köszönöm, nagyra értékelem a támogatásodat.
dlga_companion_objection_response:close_window.1|Remélem, ilyen nem fordul elő még egyszer.
dlga_companion_objection_response:close_window.2|Tiltakozásodat tudomásul vettem. Most pedig állj vissza a sorba!
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} a sereg értékes tagja. Nem szeretném, ha ismét összetűzésbe kerülnél vele.
dlga_companion_personalityclash2_response:close_window.1|Hozd {s11} tudomására, hogy ez ügyben mögötted állok, és jobb, ha meghúzza magát!
dlga_companion_personalityclash2_response:close_window.2|Nincs időm a csip-csup civakodásokra. Többé ne zavarj ilyesmivel engem!
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} a sereg értékes tagja. Nem szeretném, ha ismét összetűzésbe kerülnél vele.
dlga_companion_personalityclash_response:close_window.1|Hozd {s11} tudomására, hogy ez ügyben mögötted állok, és jobb, ha meghúzza magát!
dlga_companion_personalityclash_response:close_window.2|Nincs időm a csip-csup civakodásokra. Többé ne zavarj ilyesmivel engem!
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Értettem.
dlga_event_triggered:companion_sisterly_advice|{s5}
dlga_companion_sisterly_advice:close_window|Köszönöm.
dlga_companion_sisterly_advice:close_window.1|Inkább nem beszélnék ilyen dolgokról.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Mesélj még!
dlga_companion_home_description:close_window|Most nincs időnk társalogni.
dlga_companion_home_description:close_window.1|Jobb szeretem, ha a társaim nem zavarnak ilyen jelentéktelen dolgokkal.
dlga_companion_home_description_2:companion_home_description_3|{s5}
dlga_companion_home_description_3:close_window|{s5}
dlga_event_triggered:rebel_thanks_answer|{s6}
dlga_rebel_thanks_answer:rebel_thanks_answer_2|Megtiszteltetés volt az Ön ügyéért harcolni, {reg65?hölgyem:uram}.
dlga_rebel_thanks_answer:rebel_thanks_answer_2.1|Mindig híven fogom Önt szolgálni, {reg65?hölgyem:uram}.
dlga_rebel_thanks_answer_2:close_window|Hiányozni fognak az együtt átélt kalandok, de hív a kötelesség. Így hát... Isten áldjon, {playername}. Remélem egyszer majd újból találkozunk.
dlga_event_triggered:companion_political_grievance_response|{s21}
dlga_companion_political_grievance_response:close_window|Véleményedet feljegyeztük.
dlga_event_triggered:companion_rejoin_response|Köszöntelek, {s21}. Készen állsz rá, hogy újra csatlakozz hozzám?
dlga_event_triggered:companion_rejoin_response.1|Végre megtaláltalak, {s21}. Elvittem a hírt a világba követelésedről és most kész vagyok ismét csatlakozni társaságodhoz.
dlga_event_triggered:companion_rejoin_response.2|Végre megtaláltalak, {s21}. Jelentésem fennmaradó részét írásban küldöm meg neked.
dlga_event_triggered:companion_embassy_results|Végre megtaláltalak, {s21}.
dlga_companion_embassy_results:companion_rejoin_response|A levélben {s12} {s4} {uraként/úrnőjeként} említ, ami egyfajta elismerése annak, hogy szuverén és független uralkodó vagy.
dlga_companion_embassy_results:companion_rejoin_response.1|A levélben {s12} egyszerűen {playername} néven említ, minden címet mellőzve. Ezzel nem ismeri el jogodat a trónra.
dlga_companion_embassy_results:companion_rejoin_response.2|{s12} szerint elegendő a jelenlegi fegyverszünet
dlga_companion_embassy_results:companion_truce_confirm|{s12} azt mondja, megfontolja a negyvennapos fegyverszünetet.
dlga_companion_embassy_results:companion_rejoin_response.3|{s12} azt mondja, nem kíván békét kötni.
dlga_companion_truce_confirm:companion_rejoin_response|Nagyszerű, kössük meg a fegyverszünetet a {s4} néppel.
dlga_companion_truce_confirm:companion_rejoin_response.1|Jobban meggondolva, ez jelenleg nem áll érdekünkben.
dlga_companion_embassy_results:companion_rejoin_response.4|{s12} szerint már elkötelezted magad más uralkodóhoz.
dlga_companion_embassy_results:companion_rejoin_response.5|{s12} nem hiszi, hogy hűbéresként tiszteletben tartanád kötelezettségeidet, és attól tart, ajánlatod csupán álca.   
dlga_companion_embassy_results:vassalage_offer_confirm|{s12} elfogadja hűbéri szolgálataid felajánlását. 30 napot ad arra, hogy keresd fel, ezen időszakban tartózkodni fog attól, hogy háborút indítson ellened. 
dlga_vassalage_offer_confirm:companion_rejoin_response|Mondd meg neki, hogy elfogadom a feltételeit...
dlga_companion_rejoin_response:close_window|Üdvözöllek ismét, barátom!
dlga_companion_rejoin_response:companion_rejoin_refused|Sajnos, egyelőre még nem vehetlek vissza.
dlga_companion_rejoin_refused:close_window|Ahogy óhajtod. Elintézek néhány ügyet és pár nap elteltével ismét jelentkezem.
dlga_event_triggered:companion_rejoin_response.3|Csatlakozhatnék újra hozzád?
dlga_event_triggered:close_window.1|Ott! Már látom {s3} falait a messzeségben. Biztonságban ideértünk! Tessék, vedd ezt a {reg3} dénárt, ahogy megígértem. Remélem, majd egyszer megint együtt utazhatunk.
dlga_start:lord_start|Úrnőm, frigyünkre sort kell kerítenünk, amint lehetőség nyílik méltó megünneplésére.{s12}
dlga_start:lord_start.1|Úrnőm, ha házasodni kívánsz,  javaslom {s4} várában tartsuk a lakodalmat és  tegyünk fogadalmat a birodalom főurainak színe előtt. 
dlga_start:lord_start.2|Úrnőm, már belefáradtam, hogy arra várjak, összegyűljön a birodalom minden főura. Jöjj velem {s4} várába, és tegyünk fogadalmat.
dlga_start:lord_start.3|Úrnőm, már belefáradtam, hogy arra várjak, összegyűljön a birodalom minden főura. Talán meg kellene ragadnunk az első lehetőséget, és frigyre kellene lépnünk bármely nagyobb palotában, ahová bebocsáttatást nyerünk.
dlga_start:lord_groom_vows|Úrnőm, belefáradtam a várakozásba. Tegyünk fogadalmat rögvest.
dlga_start:lord_groom_vows.1|Úrnőm, boldoggá tesz, hogy láthatlak. Folytathatjuk a fogadalmakkal.
dlga_lord_groom_vows:female_pc_marriage_vow|Úrnőm, e gyűlés a tanúja eskümnek, melyben feleségemmé fogadlak, hogy tiszteljelek, dédelgesselek és védelmezzelek. Az ég áldja meg frigyünket boldogsággal, gazdagsággal és gyermekekkel.
dlga_female_pc_marriage_vow:lord_groom_wedding_complete|Ezennel férjemül fogadlak.
dlga_female_pc_marriage_vow:close_window|Várj, ezen még gondolkodnom kell.
dlga_lord_groom_wedding_complete:close_window|Immár férj és feleség vagyunk. Kezdődjék az ünnepség!
dlga_start:close_window.7|Valóban. Igazad van. Nincs más mondanivalóm.
dlga_start:close_window.8|Nos, {uram/úrnőm}! Kérlek, ne fáraszd magad azzal, hogy feltápászkodsz a földről, mert akkor kénytelen lennék ismét leütni téged. Hallgatásodat bocsánatkérésnek veszem. Legyen jó a napod!
dlga_start:close_window.9|Valóban. Igazad van. Visszavonom szavaimat. Remélem, mindez megelégedettségedre szolgál.
dlga_start:close_window.10|Ha! Most már nem vagyunk olyan lovagiasak? Többé ne háborgass.
dlga_start:close_window.11|Jól van, nyertél. Legyen mind, ki ma jelen van szemtanúja annak, hogy legyőztél, és ezért arra kényszerülök, hogy feladjam {s10} nőül kérésére irányuló szándékaimat. Elégedett vagy, szívtelen gazember?
dlga_start:close_window.12|Kelj fel. Legyen mind, ki ma itt jelen van, szemtanúja annak, hogy legyőztelek, így feladni kényszerülsz {s10} nőül vételére irányuló szándékaidat. Engedélyezem, hogy búcsúzásképpen utoljára meglátogasd. Ám ha ezt követően is rendszeresen megkísérelsz bejutni hozzá, mindenki meg fogja tudni, hogy tisztességtelen gazember vagy.
dlga_start:player_siege_castle_commander_1|Mit akarsz?
dlga_player_siege_castle_commander_1:player_siege_ask_surrender|Adjátok meg magatokat! A helyzetetek reménytelen!
dlga_player_siege_castle_commander_1:close_window|Semmit. Itt sem vagyok.
dlga_player_siege_ask_surrender:player_siege_ask_surrender_treatment|Lehet róla szó... Becsület szavadat adod, hogy nem esik bántódásunk?
dlga_player_siege_ask_surrender:player_siege_ask_leave_unmolested|Készen állunk rá, hogy elhagyjuk e várat és elvonuljunk, ha becsület szavadat adod, hogy nem esik bántódásunk.
dlga_player_siege_ask_surrender:close_window|Megadás?! Hah! Akár az idők végezetéig tudjuk tartani e falakat!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_reject|Nem adok semmit. Add meg magad, vagy készülj a halálra!
dlga_player_siege_ask_surrender_treatment_reject:close_window|Te fattyú! Az utolsó emberig harcolunk!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_accept|Téged váltságdíj fejében fogva tartunk, a katonáid elmehetnek. Szavamat adom.
dlga_player_siege_ask_surrender_treatment_accept:close_window|Rendben hát. Ezekkel a feltételekkel megadjuk magunkat.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_accept|A szavamat adom. Senki nem támad meg titeket, ha elhagyjátok a várat.
dlga_player_siege_ask_leave_unmolested_accept:close_window|Rendben van. Akkor átadjuk neked a várat. Ez egyszer győztél. De találkozunk még.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_reject|Nem fogadom el. Foglyokat akarok!
dlga_player_siege_ask_leave_unmolested_reject:close_window|Akkor utolsó leheletünkig védjük e várat. Az egyezkedésnek vége, isten veled!
dlga_lord_prison_break:lord_prison_break_confirm|Azért jöttem, hogy kivigyelek innen
dlga_lord_prison_break:close_window|Ne törődj vele, csak maradj csendben
dlga_lord_prison_break_confirm:lord_prison_break_confirm_2|Hála az égnek! Nem tudom, mennyi ideig bírtam volna még.
dlga_lord_prison_break_confirm_2:lord_prison_break_confirm_3|De várj! Hogy fogunk kijutni? Amint kilépünk az ajtón, ránk ront az őrség. Segíthetek feltartani őket, de előrebocsátom, hogy csak vizezett zabkását és pár morzsát adtak ennem, nem vagyok olyan erős, mint lehetnék.
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4|Maradj jól mögöttem és próbálj meg kimaradni a csetepatéból!
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4.1|Gyengeséged ellenére szükségem van a segítségedre, ragadj hát fegyvert!
dlga_lord_prison_break_confirm_3:close_window|Jobb, ha ebből most kimaradsz.
dlga_lord_prison_break_confirm_4:close_window|Előre!{s14}
dlga_start:freed_lord_answer|Adósod vagyok, hogy kiszabadítottál, barátom.
dlga_freed_lord_answer:freed_lord_answer_1|Nem mégy sehová, 'barátom'. Most már az én foglyom vagy!
dlga_freed_lord_answer_1:close_window|Ezért egy napon karóra tűzetem a fejed, te fattyú! 
dlga_freed_lord_answer:freed_lord_answer_2|Szabadon mehet, amerre csak akar, uram.
dlga_freed_lord_answer_2:close_window|Köszönöm, drága {uram/hölgyem}. Soha nem feledem azt, ki jót tett velem.
dlga_start:defeat_lord_answer|{s43}
dlga_defeat_lord_answer:defeat_lord_answer_1|A foglyom vagy.
dlga_defeat_lord_answer_1:close_window|A könyörületességedre bízom magam.
dlga_defeat_lord_answer:defeat_lord_answer_2|Bátran harcoltál. Szabadon távozhatsz.
dlga_defeat_lord_answer_2:close_window|{s43}
dlga_start:party_encounter_lord_hostile_attacker|{playername}!
dlga_start:party_encounter_lord_hostile_attacker.1|Állj!
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker|{s42}
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker_2|{s43}
dlga_party_encounter_lord_hostile_attacker_2:close_window|A végsőkig küzdeni fogunk ellened!
dlga_party_encounter_lord_hostile_attacker_2:lord_recruit_1_relation|Ne emeld kezed! Valamit mondanom kell neked négyszemközt.
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|Nincs rá mód, hogy elkerüljük e csatát? Nem akarok harcolni veled.
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|Ne támadj! Megadjuk magunkat!
dlga_party_encounter_offer_dont_fight:close_window|Tartozom neked egy szívességgel, ugye? Nos, legyen. Ez egyszer szabadon távozhatsz.
dlga_party_encounter_offer_dont_fight:close_window.1|{s43}
dlga_start:lord_requests_recruitment|{s9}
dlga_lord_requests_recruitment:close_window|{s9}
dlga_lord_requests_recruitment:lord_requests_recruitment_refuse|{s9}
dlga_lord_requests_recruitment_refuse:close_window|{s9}
dlga_start:supported_pretender_talk|Várom tanácsodat, {playername}.
dlga_start:pretender_intro_1|Ismerjük egymást?
dlga_pretender_intro_1:pretender_intro_2|A nevem {playername}. Szolgálatodra, {uram/hölgyem}.
dlga_pretender_intro_1:pretender_intro_2.1|{playername} vagyok. Talán már hallottál hőstetteimről.
dlga_pretender_intro_2:pretender_intro_3|{s48}
dlga_pretender_intro_3:pretender_rebellion_cause_1|Azt hittem, {s12} felett {s11} uralkodik.
dlga_start:pretender_start|Üdvözöllek, {playername}!
dlga_pretender_start:pretender_rebellion_cause_prelim|Elmesélnéd ismét a történetedet, {uram/hölgyem}?
dlga_pretender_rebellion_cause_prelim:pretender_rebellion_cause_1|Elmondom.
dlga_pretender_rebellion_cause_1:pretender_rebellion_cause_2|{s48}
dlga_pretender_rebellion_cause_2:pretender_rebellion_cause_3|{s48}
dlga_pretender_rebellion_cause_3:pretender_start|{s48}
dlga_pretender_start:pretender_discuss_rebellion_1|Pártolni szeretném ügyedet, és segíteni abban, hogy visszaszerezd trónodat.
dlga_pretender_start:pretender_end|Most mennem kell.
dlga_pretender_discuss_rebellion_1:pretender_discuss_rebellion_2a|Biztos vagy benne, hogy felvállalod e feladatot, {playername}? Trónom visszafoglalása nem lesz egyszerű. Birodalmunk urai mind hűségesküt tettek {s11} előtt. Egy trónbitorlónak tett ilyen eskü persze érvénytelen, és számíthatunk rá, hogy néhány úr mellénk áll, de nagyon nehéz és kihívásokkal teli küzdelem vár ránk.
dlga_pretender_discuss_rebellion_2a:pretender_discuss_rebellion_2|{s11}
dlga_pretender_discuss_rebellion_2:pretender_discuss_rebellion_3|Készen állok e kihívásokra.
dlga_pretender_discuss_rebellion_2:pretender_end|Igazad van. Talán még egyszer végig kell gondolnom.
dlga_pretender_discuss_rebellion_3:close_window|Nem kételkedem benne, hogy ügyem támogatása szívből jövő, {playername}, és hálás vagyok érte. De nem hinném, hogy sok esélyünk van a győzelemre. Ha hírnevet szerzel a csatamezőn, és kiemelkedő hadvezérként híresülsz el, barátaink nem fognak habozni, hogy csatlakozzanak ügyünkhöz, és ellenségeink meggondolják, hogy harcba szálljanak ellenünk. Ha ezt eléred, örömmel tartok veled. De addig bölcsebb lesz, ha nem szállok szembe nyíltan a trónbitorlóval.
dlga_pretender_discuss_rebellion_3:close_window.1|Nem álltál már {s17} ügye mellé? Csakugyan, nagyon erős lehet az igazságérzeted - de nem, köszönöm, nem veszek részt a játékodban.
dlga_pretender_discuss_rebellion_3:close_window.2|{playername}, már felesküdtél {s15} szolgálatára. Ennélfogva nem engedhetem, hogy ügyem mellé állj, és ellenségeim azt terjeszthessék, hogy {s16} bábja vagyok. Nem; ha {s17} trónjára akarok ülni, ügyem jogossága és alattvalóim támogatása révén kell azt elérnem. Ha segíteni akarsz nekem, először állj {s15} elé, és oldoztasd fel esküdet.
dlga_pretender_discuss_rebellion_3:close_window.3|Saját jogodon vagy uralkodó, {uram/úrnőm}. Ha pártfogolnál, a tiéd lennék.
dlga_pretender_discuss_rebellion_3:pretender_rebellion_ready|Jó képességű harcos vagy, {playername}, s biztos vagyok benne, hogy hadvezéri hírneved és jogos ügyem a nemesek és {s12} jó népe százait állítja mellénk. Az idő megérett a cselekvésre! Veled tartok, együtt megdöntjük a trónbitorló {s11} uralmát, s visszaszerezzük a koronát hitvány fejéről. Ám először hűbéresküt kell tenned nekem, és el kell fogadnod engem, mint hűbér{reg65?úrnődet:uradat}. 
dlga_pretender_rebellion_ready:lord_give_oath_2|Készen állok, hogy felesküdjek ügyedre, {reg3?hölgyem:uram}.
dlga_pretender_rebellion_ready:pretender_end|Várjunk még egy kicsit.
dlga_lord_give_conclude_2:close_window|Akkor hát előre! Első feladatunk, hogy elfoglaljunk egy erődöt, és meggyőzzünk más urakat, hogy csatlakozzanak hozzánk. Vezess minket!
dlga_pretender_end:close_window|Akkor minden jót egyelőre.
dlga_start:lord_event_choose_friend|Úgy hallottam, a(z) {s43} {s6} barátja lettél. Higgy nekem, nem bízhatsz meg abban az emberben. Meg kell szakítanod vele a kapcsolatodat.
dlga_lord_event_choose_friend:lord_event_choose_friend_renounce|Biztosíthatlak {s65}, nem vagyok {s6} barátja.
dlga_lord_event_choose_friend_renounce:lord_pretalk|Örömmel hallom, {playername}. Máskülönben aggódnék a biztonságodért. Ha felbukkan {s6} a közeledben, légy résen, s ne hidd egy szavát se!
dlga_lord_event_choose_friend:lord_event_choose_friend_defend|{s65} egy tiszteletreméltó ember, nincs jogod így beszélni róla.
dlga_lord_event_choose_friend_defend:lord_pretalk|Ahogy gondolod, {playername}. Lehet, hogy bolond vagy, de legalább lojális. Ám {s6} lojalitása nem biztos, hogy ily kitartó lesz...
dlga_lord_event_choose_friend:lord_event_choose_friend_neutral|Nem szeretnék belekeveredni a közted és {s6} között dúló civakodásba.
dlga_lord_event_choose_friend_neutral:lord_pretalk|Hm. Ahogy gondolod, {playername}. De ne feledd, hogy egy {férfinak/nőnek} ebben a világban barátokra van szüksége, és soha nem teszel szert egyre sem, ha senki mellett nem állsz ki.
dlga_start:lord_start.4|Igen, asszonyom?
dlga_start:lord_start.5|Igen, {uram/úrnőm}?
dlga_start:lord_start.6|Örülök, hogy látlak, öreg barátom
dlga_start:lord_invite_player_monarch_1|Nos, {playername}, hajlandó vagyok megbocsátani pimaszságodat, hogy {királynak/királynőnek} kiáltottad ki magad és becsülettel szolgálhatod birodalmamat vazallusomként. Leteszed a hűbéri hűségesküt?
dlga_lord_invite_player_monarch_1:lord_invite_2|Igen... uram.
dlga_lord_invite_player_monarch_1:lord_enter_service_reject|Nem. Ez az eskü a torkomon akad.
dlga_start:lord_invite_1|{playername}, már vártalak. Hőstetteid híre eljutott füleimbe. Nos, miután egyfolytában vitézségedről és bátorságodról beszél mindenki, hirtelen ráeszméltem: olyasvalakit találtam, ki méltó arra, hogy vazallusom legyen.
dlga_lord_invite_1:lord_invite_2|Köszönöm, megtisztelsz ajánlatoddal.
dlga_lord_invite_1:lord_invite_2.1|Örülök, hogy felismerted valódi értékem.
dlga_lord_invite_2:lord_invite_3|Hogyne. Tegyük félre a formaságokat, {playername}. Készen állsz, hogy hűbéresküt tégy nekem?
dlga_lord_invite_3:lord_give_oath_2|Igen.
dlga_lord_invite_3:lord_enter_service_reject|Nem. Most nem állhatok szolgálatodba.
dlga_start:lord_female_pc_marriage_proposal|Úrnőm, sokat gondolkodtam minapi beszélgetésünkön. Eljött az idő, hogy feltegyem a kérdést. Megtisztelnél azzal, hogy nőül jössz hozzám?
dlga_lord_female_pc_marriage_proposal:lord_marriage_proposal_female_pc_next_step|Igen, megteszem.
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_postponed|Hadd gondolkodjak még kicsinyég.
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_rejected|Nem. Arra jutottam, nem volna helyénvaló.
dlga_lord_female_pc_marriage_proposal_postponed:lord_start|Természetesen, úrnőm. Annyi időt kapsz, amennyit csak szeretnél.
dlga_lord_female_pc_marriage_proposal_rejected:lord_female_pc_marriage_proposal_rejected_confirm|Úgy érted, élből elutasítod a leánykérést, úrnőm?
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_rejected_confirm_yes|Igen, úgy van.
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_postponed|Nem, félreérted. Csak szükségem van még egy kis gondolkodási időre.
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window|Nos, ez esetben hadd mondjak valamit. Nyers szavaiddal fellebbentetted a fátylat szemeim elől. Egyetértek, nem volna helyénvaló hozzád hasonlót nőül vennem. Jó napot, hölgyem.  
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window.1|Minden jogod megvan hozzá, úrnőm. Ha bármikor meggondolnád magad, örömmel töltene el.
dlga_start:lord_start.7|Úrnőm, szívem repes az örömtől, hogy újra láthatlak...
dlga_start:lord_start.8|Úrnőm, mindörökre alázatos szolgád maradok.
dlga_start:lord_start.9|Csak nem hős bajnokom, {playername} az?
dlga_start:lord_start.10|Örülök, hogy újra látlak, {playername}!
dlga_start:lord_start.11|Hát újra találkozunk, {playername}...
dlga_start:lord_meet_neutral|Ismerjük egymást?
dlga_lord_meet_neutral:lord_intro|{playername} vagyok.
dlga_lord_meet_neutral:lord_intro.1|Nevem {playername}. Szolgálatodra.
dlga_lord_intro:lord_start|{s11}
dlga_start:lord_meet_enemy|{s43}
dlga_lord_meet_enemy:lord_intro|{playername} vagyok.
dlga_lord_meet_enemy:lord_intro.1|Úgy ismernek: {playername}. Jegyezd fel, sokat fogsz még rólam hallani!
dlga_start:lord_start.12|{s8}
dlga_lord_start:lord_start|{s42}
dlga_lair_quest_intermediate_1:lord_pretalk|Kiváló munka, {playername}. Vakmerő támadásodról beszél az egész birodalom. Semmi kétség, hogy vagy ők, vagy más, hozzájuk hasonlók nemsoká visszatérnek, de hála neked, kis időre fellélegezhet e föld. Roppant hálásak vagyunk ezért. 
dlga_lair_quest_intermediate_2:lord_pretalk|Nos, {playername}, úgy látom, egy pár útonálló meglógott előled, és persze ennek is a békés utazók fogják meginni a levét. Azért szép tőled, hogy megpróbáltad.
dlga_lord_start:lord_generic_mission_completed|Felcserednek sikerült meggyőznie barátomat, s megoperálta őt. A többi immár az Úr kezében van, s nem tehetünk mást, mint imádkozunk a felgyógyulásáért. Bárhogy is, köszönöm, hogy rendelkezésemre bocsátottad felcseredet, {uram/hölgyem}. Nemes lélek vagy, nem fogom elfelejteni.
dlga_lord_start:wedding_ceremony_bride_vow|Legyen az ég a tanúm, hogy neked adom {s11} gyermekem, {s4} kezét, hogy házasságban egyesüljetek.
dlga_lord_start:lord_wedding_reschedule|Örömömre szolgál, hogy láthatlak, {playername}. Megtartjuk az esküvőt, amint mindannyian össze tudunk gyűlni az ünneplésre.{s12}
dlga_lord_wedding_reschedule:lord_start|Nem jelent gondot. Tudok várni.
dlga_lord_wedding_reschedule:lord_return_dower|Nem hiszek abban, hogy e frigy létrejöhet. Kérlek, add vissza nászajándékomat.
dlga_lord_return_dower:close_window|Nos, mindez jogodban áll, amennyiben csakugyan nem hiszel családom elkötelezettségében. Vidd a pénzed.
dlga_lord_start:lord_generic_mission_completed.1|Hah! A mi kis tervünk {s3} ellen tökéletesen működött, {playername}. A bolond elvesztette egyik legértékesebb csatlósát, és egy lépéssel közelebb kerültünk ahhoz, hogy térdre kényszerítsük. Tessék, e zacskóban {reg5} dénár lapul, tedd csak el. Minden darabját megérdemelted. S talán nem is kell mondanom, sokkal többet is kaphatsz, ha érdekel...
dlga_lord_start:close_window|Egy ilyen egyszerű feladatot sem voltál képes végrehajtani?! Én mindent előkészítettem, neked csak egy hírnököt kellett volna feláldoznod, és most ünnepelhetnénk. De nem, te átkozottul tisztességes vagy, nemdebár?
dlga_lord_start:quest_meet_spy_in_enemy_town_completed|Van valami híred a feladatról, amivel megbíztalak? Tudod, melyikre gondolok...
dlga_quest_meet_spy_in_enemy_town_completed:quest_meet_spy_in_enemy_town_completed_2|Itt a jelentés, amit kértél. 
dlga_quest_meet_spy_in_enemy_town_completed_2:lord_pretalk|Ó, nagyszerű! Jó hozzáértő embereket tudni magam mellett. Itt a fizetség, amit megígértem.
dlga_lord_start:lord_pretalk|Briliáns munka, {playername}! Bármit is tettél, {s13} nemesei háborút követelnek! Hamarosan eljön az idő, és learathatjuk kemény munkánk babérjait a kifosztásra érett mezőkről. Jól jegyezd meg szavam, e háború gazdaggá tesz bennünket!  
dlga_lord_start:lord_collect_debt_completed|Úgy hallom, begyűjtötted a pénzt, amivel {s7} tartozott nekem. Remek, épp ideje, hogy visszakapjam. Azt hiszem, a teljes összeg egyötödét ígértem neked, ugye? Nos, az {reg3} dénár, szóval ha ideadod a részemet - ami {reg4} dénár -, a többit megtarthatod.
dlga_lord_collect_debt_completed:lord_collect_debt_pay|Természetesen. Itt van mind a(z) {reg4} dénár.
dlga_lord_collect_debt_pay:lord_pretalk|Be kell vallanom, le vagyok nyűgözve, {playername}. Már minden reményemet elveszítettem, hogy visszakapom ezt a pénzt. Kérlek, fogadd őszinte köszönetemet.
dlga_lord_collect_debt_completed:lord_collect_debt_no_pay|Attól félek, nincs nálam a pénz, uram.
dlga_lord_collect_debt_no_pay:close_window|Ez valami vicc? Tudom jól, hogy {s7} átadta neked a pénzt, és én minden egyes dénárra igényt tartok,  {uram/hölgyem}. Innentől kezdve téged tartalak adósomnak, {playername}, míg vissza nem kapom azt a summát.
